Easting,Northing,n
545225.0009,263624.9999,1
545225.0009,296174.9999,1
545225.0009,308224.9999,1
545225.0009,311774.9999,1
545225.0009,312124.9999,1
545225.0009,312274.9999,1
545225.0009,312324.9999,1
545225.0009,312374.9999,1
545225.0009,312424.9999,1
545275.0009,245674.9999,1
545275.0009,256974.9999,1
545275.0009,257024.9999,1
545275.0009,257074.9999,1
545275.0009,257524.9999,1
545275.0009,258674.9999,1
545275.0009,279274.9999,1
545275.0009,303824.9999,1
545275.0009,306774.9999,1
545275.0009,307824.9999,1
545325.0009,245724.9999,1
545325.0009,257474.9999,1
545325.0009,257674.9999,1
545325.0009,257724.9999,1
545325.0009,258674.9999,1
545325.0009,259524.9999,1
545325.0009,260324.9999,1
545325.0009,261824.9999,1
545325.0009,263674.9999,1
545325.0009,288674.9999,1
545325.0009,296424.9999,1
545325.0009,303974.9999,1
545325.0009,306624.9999,1
545325.0009,307424.9999,1
545325.0009,307474.9999,1
545325.0009,308374.9999,1
545325.0009,309224.9999,1
545375.0009,255674.9999,1
545375.0009,257324.9999,1
545375.0009,257724.9999,1
545375.0009,258174.9999,1
545375.0009,258424.9999,1
545375.0009,258524.9999,1
545375.0009,259474.9999,1
545375.0009,260774.9999,1
545375.0009,261174.9999,1
545375.0009,263574.9999,1
545375.0009,267574.9999,1
545375.0009,292424.9999,1
545375.0009,292474.9999,1
545375.0009,304174.9999,1
545375.0009,307424.9999,1
545375.0009,308324.9999,1
545375.0009,308474.9999,1
545375.0009,309374.9999,1
545425.0009,249474.9999,1
545425.0009,251274.9999,1
545425.0009,257524.9999,1
545425.0009,257924.9999,1
545425.0009,258624.9999,1
545425.0009,258824.9999,1
545425.0009,259024.9999,1
545425.0009,259124.9999,1
545425.0009,259174.9999,1
545425.0009,261724.9999,1
545425.0009,261974.9999,1
545425.0009,275574.9999,1
545425.0009,279224.9999,1
545425.0009,292474.9999,1
545425.0009,304174.9999,1
545425.0009,309374.9999,1
545425.0009,310474.9999,1
545475.0009,258324.9999,1
545475.0009,258374.9999,1
545475.0009,258724.9999,1
545475.0009,259824.9999,1
545475.0009,260674.9999,1
545475.0009,260824.9999,1
545475.0009,260874.9999,1
545475.0009,261824.9999,1
545475.0009,263774.9999,1
545475.0009,268574.9999,1
545475.0009,306524.9999,1
545475.0009,306574.9999,1
545475.0009,308724.9999,1
545475.0009,310274.9999,1
545525.0009,244224.9999,1
545525.0009,258324.9999,1
545525.0009,258424.9999,1
545525.0009,258524.9999,1
545525.0009,258774.9999,1
545525.0009,259874.9999,1
545525.0009,260674.9999,1
545525.0009,260924.9999,1
545525.0009,263774.9999,1
545525.0009,279224.9999,1
545525.0009,304474.9999,1
545525.0009,307474.9999,1
545525.0009,308774.9999,1
545525.0009,310474.9999,1
545575.0009,257874.9999,1
545575.0009,258274.9999,1
545575.0009,258474.9999,1
545575.0009,258524.9999,1
545575.0009,258724.9999,1
545575.0009,260024.9999,1
545575.0009,260274.9999,1
545575.0009,267324.9999,1
545575.0009,290874.9999,1
545575.0009,304474.9999,1
545575.0009,305524.9999,1
545575.0009,306424.9999,1
545575.0009,308724.9999,1
545575.0009,309274.9999,1
545575.0009,310474.9999,1
545625.0009,249024.9999,1
545625.0009,256974.9999,1
545625.0009,258224.9999,1
545625.0009,258424.9999,1
545625.0009,260274.9999,1
545625.0009,261624.9999,1
545625.0009,308824.9999,1
545625.0009,309424.9999,1
545675.0009,246074.9999,1
545675.0009,248974.9999,1
545675.0009,257424.9999,1
545675.0009,257474.9999,1
545675.0009,258224.9999,1
545675.0009,260474.9999,1
545675.0009,261024.9999,1
545675.0009,261124.9999,1
545675.0009,268924.9999,1
545675.0009,309524.9999,1
545725.0009,251024.9999,1
545725.0009,255624.9999,1
545725.0009,257024.9999,1
545725.0009,258224.9999,1
545725.0009,258724.9999,1
545725.0009,258774.9999,1
545725.0009,259424.9999,1
545725.0009,260424.9999,1
545725.0009,261674.9999,1
545725.0009,308674.9999,1
545725.0009,309474.9999,1
545725.0009,309524.9999,1
545725.0009,309624.9999,1
545725.0009,309674.9999,1
545725.0009,309774.9999,1
545725.0009,310374.9999,1
545725.0009,310874.9999,1
545775.0009,250924.9999,1
545775.0009,257024.9999,1
545775.0009,257274.9999,1
545775.0009,258124.9999,1
545775.0009,258724.9999,1
545775.0009,260074.9999,1
545775.0009,260324.9999,1
545775.0009,260374.9999,1
545775.0009,306324.9999,1
545775.0009,307474.9999,1
545775.0009,310324.9999,1
545825.0009,257674.9999,1
545825.0009,258074.9999,1
545825.0009,260274.9999,1
545825.0009,269024.9999,1
545825.0009,307424.9999,1
545825.0009,309624.9999,1
545825.0009,310324.9999,1
545875.0009,246174.9999,1
545875.0009,251824.9999,1
545875.0009,255624.9999,1
545875.0009,256924.9999,1
545875.0009,257024.9999,1
545875.0009,257324.9999,1
545875.0009,258424.9999,1
545875.0009,258824.9999,1
545875.0009,259674.9999,1
545875.0009,269124.9999,1
545875.0009,293274.9999,1
545875.0009,307474.9999,1
545875.0009,309624.9999,1
545875.0009,310324.9999,1
545925.0009,251824.9999,1
545925.0009,257574.9999,1
545925.0009,258024.9999,1
545925.0009,258074.9999,1
545925.0009,258424.9999,1
545925.0009,258524.9999,1
545925.0009,259124.9999,1
545925.0009,259774.9999,1
545925.0009,260374.9999,1
545925.0009,260974.9999,1
545925.0009,261774.9999,1
545925.0009,293274.9999,1
545925.0009,309624.9999,1
545925.0009,309674.9999,1
545925.0009,310324.9999,1
545975.0009,255974.9999,1
545975.0009,257374.9999,1
545975.0009,257524.9999,1
545975.0009,258524.9999,1
545975.0009,258574.9999,1
545975.0009,259674.9999,1
545975.0009,260074.9999,1
545975.0009,260124.9999,1
545975.0009,260324.9999,1
545975.0009,261224.9999,1
545975.0009,261824.9999,1
545975.0009,262024.9999,1
545975.0009,288274.9999,1
545975.0009,293374.9999,1
545975.0009,295474.9999,1
545975.0009,309674.9999,1
545975.0009,310224.9999,1
545975.0009,310374.9999,1
545975.0009,310924.9999,1
545975.0009,310974.9999,1
546025.0009,257424.9999,1
546025.0009,257524.9999,1
546025.0009,258324.9999,1
546025.0009,258424.9999,1
546025.0009,258624.9999,1
546025.0009,259974.9999,1
546025.0009,260074.9999,1
546025.0009,261224.9999,1
546025.0009,261874.9999,1
546025.0009,262074.9999,1
546025.0009,309674.9999,1
546075.0009,247374.9999,1
546075.0009,254574.9999,1
546075.0009,255574.9999,1
546075.0009,256774.9999,1
546075.0009,257924.9999,1
546075.0009,258824.9999,1
546075.0009,258874.9999,1
546075.0009,259274.9999,1
546075.0009,259324.9999,1
546075.0009,259474.9999,1
546075.0009,259774.9999,1
546075.0009,261274.9999,1
546075.0009,307874.9999,1
546075.0009,309524.9999,1
546075.0009,309624.9999,1
546075.0009,309974.9999,1
546125.0009,246324.9999,1
546125.0009,252224.9999,1
546125.0009,256624.9999,1
546125.0009,257224.9999,1
546125.0009,257524.9999,1
546125.0009,257974.9999,1
546125.0009,258874.9999,1
546125.0009,259024.9999,1
546125.0009,259124.9999,1
546125.0009,260524.9999,1
546125.0009,261024.9999,1
546125.0009,261374.9999,1
546125.0009,261874.9999,1
546125.0009,288424.9999,1
546125.0009,295224.9999,1
546125.0009,304774.9999,1
546125.0009,308124.9999,1
546125.0009,308374.9999,1
546125.0009,308574.9999,1
546125.0009,309274.9999,1
546125.0009,309624.9999,1
546125.0009,310374.9999,1
546175.0009,247324.9999,1
546175.0009,252274.9999,1
546175.0009,255124.9999,1
546175.0009,256474.9999,1
546175.0009,256674.9999,1
546175.0009,256724.9999,1
546175.0009,256874.9999,1
546175.0009,257274.9999,1
546175.0009,258424.9999,1
546175.0009,258524.9999,1
546175.0009,258624.9999,1
546175.0009,259374.9999,1
546175.0009,269024.9999,1
546175.0009,308474.9999,1
546175.0009,309374.9999,1
546175.0009,309874.9999,1
546225.0009,252374.9999,1
546225.0009,252524.9999,1
546225.0009,252674.9999,1
546225.0009,256474.9999,1
546225.0009,256924.9999,1
546225.0009,257524.9999,1
546225.0009,258424.9999,1
546225.0009,259874.9999,1
546225.0009,261374.9999,1
546225.0009,261424.9999,1
546225.0009,261674.9999,1
546225.0009,288524.9999,1
546225.0009,309724.9999,1
546225.0009,310774.9999,1
546275.0009,247024.9999,1
546275.0009,247074.9999,1
546275.0009,252224.9999,1
546275.0009,255374.9999,1
546275.0009,257924.9999,1
546275.0009,258224.9999,1
546275.0009,258724.9999,1
546275.0009,258874.9999,1
546275.0009,259524.9999,1
546275.0009,260224.9999,1
546275.0009,266574.9999,1
546275.0009,280324.9999,1
546275.0009,309074.9999,1
546275.0009,309924.9999,1
546275.0009,309974.9999,1
546275.0009,310874.9999,1
546275.0009,310974.9999,1
546325.0009,255374.9999,1
546325.0009,256124.9999,1
546325.0009,257774.9999,1
546325.0009,258774.9999,1
546325.0009,258824.9999,1
546325.0009,259974.9999,1
546325.0009,260024.9999,1
546325.0009,260074.9999,1
546325.0009,278474.9999,1
546325.0009,304774.9999,1
546325.0009,307574.9999,1
546325.0009,309074.9999,1
546325.0009,309724.9999,1
546325.0009,310224.9999,1
546325.0009,310524.9999,1
546325.0009,310824.9999,1
546325.0009,311224.9999,1
546375.0009,246924.9999,1
546375.0009,248524.9999,1
546375.0009,252024.9999,1
546375.0009,256074.9999,1
546375.0009,256174.9999,1
546375.0009,258624.9999,1
546375.0009,258924.9999,1
546375.0009,259674.9999,1
546375.0009,259874.9999,1
546375.0009,260024.9999,1
546375.0009,260224.9999,1
546375.0009,260724.9999,1
546375.0009,274874.9999,1
546375.0009,309424.9999,1
546375.0009,309624.9999,1
546375.0009,309674.9999,1
546375.0009,309824.9999,1
546375.0009,309924.9999,1
546425.0009,246874.9999,1
546425.0009,254924.9999,1
546425.0009,255574.9999,1
546425.0009,255924.9999,1
546425.0009,257074.9999,1
546425.0009,258674.9999,1
546425.0009,258824.9999,1
546425.0009,258924.9999,1
546425.0009,259874.9999,1
546425.0009,261224.9999,1
546425.0009,275474.9999,1
546425.0009,304624.9999,1
546425.0009,308224.9999,1
546425.0009,309174.9999,1
546425.0009,309224.9999,1
546425.0009,309474.9999,1
546425.0009,310474.9999,1
546475.0009,246624.9999,1
546475.0009,246724.9999,1
546475.0009,255574.9999,1
546475.0009,256624.9999,1
546475.0009,260824.9999,1
546475.0009,261524.9999,1
546475.0009,308374.9999,1
546475.0009,309224.9999,1
546475.0009,311024.9999,1
546525.0009,246674.9999,1
546525.0009,254974.9999,1
546525.0009,255724.9999,1
546525.0009,256624.9999,1
546525.0009,257174.9999,1
546525.0009,259374.9999,1
546525.0009,260824.9999,1
546525.0009,261074.9999,1
546525.0009,261124.9999,1
546525.0009,261974.9999,1
546525.0009,262124.9999,1
546525.0009,276074.9999,1
546525.0009,277774.9999,1
546525.0009,279124.9999,1
546525.0009,307624.9999,1
546525.0009,308374.9999,1
546525.0009,309124.9999,1
546525.0009,309474.9999,1
546525.0009,310874.9999,1
546525.0009,310974.9999,1
546575.0009,246624.9999,1
546575.0009,247974.9999,1
546575.0009,252274.9999,1
546575.0009,255524.9999,1
546575.0009,256624.9999,1
546575.0009,259924.9999,1
546575.0009,259974.9999,1
546575.0009,261174.9999,1
546575.0009,262124.9999,1
546575.0009,276224.9999,1
546575.0009,277624.9999,1
546575.0009,279124.9999,1
546575.0009,304724.9999,1
546575.0009,307624.9999,1
546575.0009,309024.9999,1
546575.0009,309224.9999,1
546625.0009,255524.9999,1
546625.0009,255574.9999,1
546625.0009,256624.9999,1
546625.0009,257874.9999,1
546625.0009,257974.9999,1
546625.0009,258624.9999,1
546625.0009,258824.9999,1
546625.0009,259024.9999,1
546625.0009,259974.9999,1
546625.0009,261424.9999,1
546625.0009,262124.9999,1
546625.0009,262174.9999,1
546625.0009,275374.9999,1
546625.0009,304824.9999,1
546625.0009,304974.9999,1
546625.0009,306874.9999,1
546625.0009,308474.9999,1
546625.0009,308574.9999,1
546625.0009,310424.9999,1
546625.0009,310924.9999,1
546675.0009,246724.9999,1
546675.0009,252424.9999,1
546675.0009,256524.9999,1
546675.0009,256624.9999,1
546675.0009,257174.9999,1
546675.0009,257624.9999,1
546675.0009,259024.9999,1
546675.0009,259074.9999,1
546675.0009,259224.9999,1
546675.0009,259924.9999,1
546675.0009,260974.9999,1
546675.0009,261024.9999,1
546675.0009,261074.9999,1
546675.0009,262124.9999,1
546675.0009,279074.9999,1
546675.0009,308874.9999,1
546675.0009,309274.9999,1
546675.0009,309374.9999,1
546675.0009,309674.9999,1
546675.0009,310174.9999,1
546675.0009,310424.9999,1
546725.0009,246274.9999,1
546725.0009,246374.9999,1
546725.0009,246724.9999,1
546725.0009,248574.9999,1
546725.0009,256174.9999,1
546725.0009,257674.9999,1
546725.0009,259124.9999,1
546725.0009,259174.9999,1
546725.0009,260024.9999,1
546725.0009,260074.9999,1
546725.0009,260224.9999,1
546725.0009,260874.9999,1
546725.0009,263174.9999,1
546725.0009,263224.9999,1
546725.0009,276374.9999,1
546725.0009,308524.9999,1
546725.0009,308674.9999,1
546725.0009,308774.9999,1
546725.0009,308824.9999,1
546725.0009,308924.9999,1
546725.0009,309474.9999,1
546725.0009,309524.9999,1
546725.0009,309574.9999,1
546725.0009,309724.9999,1
546725.0009,310474.9999,1
546725.0009,311224.9999,1
546775.0009,246274.9999,1
546775.0009,252524.9999,1
546775.0009,255324.9999,1
546775.0009,256874.9999,1
546775.0009,258224.9999,1
546775.0009,259374.9999,1
546775.0009,310224.9999,1
546825.0009,251774.9999,1
546825.0009,251874.9999,1
546825.0009,255224.9999,1
546825.0009,255374.9999,1
546825.0009,256574.9999,1
546825.0009,257624.9999,1
546825.0009,258724.9999,1
546825.0009,259224.9999,1
546825.0009,259474.9999,1
546825.0009,260524.9999,1
546825.0009,261724.9999,1
546825.0009,262124.9999,1
546825.0009,305574.9999,1
546825.0009,310824.9999,1
546875.0009,246074.9999,1
546875.0009,246874.9999,1
546875.0009,255174.9999,1
546875.0009,255374.9999,1
546875.0009,255424.9999,1
546875.0009,258424.9999,1
546875.0009,259274.9999,1
546875.0009,260124.9999,1
546875.0009,260224.9999,1
546875.0009,260574.9999,1
546875.0009,260974.9999,1
546875.0009,261574.9999,1
546875.0009,269474.9999,1
546875.0009,308324.9999,1
546875.0009,308374.9999,1
546875.0009,308424.9999,1
546875.0009,308824.9999,1
546875.0009,310474.9999,1
546875.0009,311174.9999,1
546925.0009,245974.9999,1
546925.0009,246874.9999,1
546925.0009,259324.9999,1
546925.0009,261424.9999,1
546925.0009,261874.9999,1
546925.0009,261974.9999,1
546925.0009,262074.9999,1
546925.0009,262124.9999,1
546925.0009,262224.9999,1
546925.0009,263074.9999,1
546925.0009,290424.9999,1
546925.0009,306174.9999,1
546925.0009,306224.9999,1
546925.0009,310474.9999,1
546975.0009,245924.9999,1
546975.0009,246924.9999,1
546975.0009,252124.9999,1
546975.0009,255074.9999,1
546975.0009,256024.9999,1
546975.0009,258624.9999,1
546975.0009,258674.9999,1
546975.0009,260474.9999,1
546975.0009,261574.9999,1
546975.0009,261774.9999,1
546975.0009,261924.9999,1
546975.0009,261974.9999,1
546975.0009,262024.9999,1
546975.0009,262424.9999,1
546975.0009,262624.9999,1
546975.0009,262774.9999,1
546975.0009,269574.9999,1
546975.0009,304574.9999,1
546975.0009,307774.9999,1
546975.0009,309524.9999,1
547025.0009,252774.9999,1
547025.0009,255574.9999,1
547025.0009,256524.9999,1
547025.0009,260824.9999,1
547025.0009,261374.9999,1
547025.0009,262074.9999,1
547025.0009,262224.9999,1
547025.0009,262824.9999,1
547025.0009,262874.9999,1
547025.0009,306524.9999,1
547025.0009,307774.9999,1
547075.0009,245724.9999,1
547075.0009,245774.9999,1
547075.0009,251624.9999,1
547075.0009,257074.9999,1
547075.0009,258124.9999,1
547075.0009,269624.9999,1
547075.0009,275074.9999,1
547075.0009,309774.9999,1
547075.0009,310574.9999,1
547075.0009,310624.9999,1
547075.0009,310724.9999,1
547075.0009,310774.9999,1
547125.0009,245374.9999,1
547125.0009,255324.9999,1
547125.0009,255974.9999,1
547125.0009,256024.9999,1
547125.0009,256074.9999,1
547125.0009,256474.9999,1
547125.0009,258374.9999,1
547125.0009,261674.9999,1
547125.0009,290374.9999,1
547125.0009,306424.9999,1
547125.0009,309774.9999,1
547175.0009,246524.9999,1
547175.0009,246574.9999,1
547175.0009,251374.9999,1
547175.0009,252924.9999,1
547175.0009,254824.9999,1
547175.0009,255374.9999,1
547175.0009,257574.9999,1
547175.0009,257874.9999,1
547175.0009,259424.9999,1
547175.0009,261774.9999,1
547175.0009,310724.9999,1
547225.0009,254724.9999,1
547225.0009,255674.9999,1
547225.0009,256374.9999,1
547225.0009,257924.9999,1
547225.0009,258074.9999,1
547225.0009,262324.9999,1
547275.0009,248274.9999,1
547275.0009,251174.9999,1
547275.0009,254724.9999,1
547275.0009,255824.9999,1
547275.0009,255874.9999,1
547275.0009,256574.9999,1
547275.0009,256624.9999,1
547275.0009,257524.9999,1
547275.0009,257574.9999,1
547275.0009,261874.9999,1
547275.0009,263174.9999,1
547275.0009,269824.9999,1
547275.0009,309524.9999,1
547275.0009,310874.9999,1
547325.0009,246324.9999,1
547325.0009,251624.9999,1
547325.0009,255674.9999,1
547325.0009,256124.9999,1
547325.0009,256424.9999,1
547325.0009,256474.9999,1
547325.0009,256774.9999,1
547325.0009,256924.9999,1
547325.0009,259424.9999,1
547325.0009,262024.9999,1
547325.0009,262174.9999,1
547325.0009,310524.9999,1
547375.0009,247074.9999,1
547375.0009,256974.9999,1
547375.0009,257124.9999,1
547375.0009,257174.9999,1
547375.0009,258124.9999,1
547375.0009,261074.9999,1
547375.0009,262024.9999,1
547375.0009,295724.9999,1
547425.0009,242374.9999,1
547425.0009,257474.9999,1
547425.0009,257524.9999,1
547425.0009,259424.9999,1
547425.0009,266024.9999,1
547425.0009,274974.9999,1
547425.0009,279074.9999,1
547425.0009,310124.9999,1
547425.0009,310524.9999,1
547425.0009,310674.9999,1
547475.0009,256424.9999,1
547475.0009,256874.9999,1
547475.0009,256974.9999,1
547475.0009,257824.9999,1
547475.0009,259074.9999,1
547475.0009,259674.9999,1
547475.0009,270024.9999,1
547475.0009,309974.9999,1
547525.0009,255724.9999,1
547525.0009,256424.9999,1
547525.0009,257324.9999,1
547525.0009,257424.9999,1
547525.0009,257874.9999,1
547525.0009,309974.9999,1
547575.0009,249474.9999,1
547575.0009,250224.9999,1
547575.0009,255724.9999,1
547575.0009,256374.9999,1
547575.0009,256424.9999,1
547575.0009,256924.9999,1
547575.0009,259324.9999,1
547575.0009,309474.9999,1
547575.0009,310324.9999,1
547625.0009,245874.9999,1
547625.0009,249424.9999,1
547625.0009,256374.9999,1
547625.0009,259324.9999,1
547625.0009,262774.9999,1
547625.0009,263324.9999,1
547675.0009,244974.9999,1
547675.0009,254324.9999,1
547675.0009,256924.9999,1
547675.0009,257524.9999,1
547675.0009,257924.9999,1
547675.0009,258974.9999,1
547675.0009,259874.9999,1
547675.0009,262774.9999,1
547675.0009,310374.9999,1
547725.0009,245674.9999,1
547725.0009,257924.9999,1
547725.0009,258874.9999,1
547775.0009,252124.9999,1
547775.0009,256324.9999,1
547775.0009,257924.9999,1
547775.0009,258224.9999,1
547775.0009,259024.9999,1
547775.0009,259074.9999,1
547775.0009,262974.9999,1
547775.0009,263324.9999,1
547825.0009,252224.9999,1
547825.0009,254124.9999,1
547825.0009,256374.9999,1
547825.0009,259674.9999,1
547825.0009,261774.9999,1
547825.0009,262874.9999,1
547825.0009,262924.9999,1
547825.0009,263924.9999,1
547825.0009,271824.9999,1
547825.0009,289374.9999,1
547875.0009,248824.9999,1
547875.0009,256324.9999,1
547875.0009,259074.9999,1
547875.0009,259124.9999,1
547875.0009,259224.9999,1
547875.0009,259424.9999,1
547875.0009,259724.9999,1
547875.0009,263424.9999,1
547875.0009,263974.9999,1
547875.0009,270474.9999,1
547875.0009,272824.9999,1
547875.0009,290624.9999,1
547925.0009,244524.9999,1
547925.0009,255824.9999,1
547925.0009,257824.9999,1
547925.0009,258574.9999,1
547925.0009,258774.9999,1
547925.0009,258874.9999,1
547925.0009,259074.9999,1
547925.0009,259324.9999,1
547925.0009,260924.9999,1
547925.0009,272924.9999,1
547925.0009,296624.9999,1
547975.0009,244424.9999,1
547975.0009,252324.9999,1
547975.0009,256724.9999,1
547975.0009,256774.9999,1
547975.0009,259074.9999,1
547975.0009,259624.9999,1
547975.0009,263424.9999,1
547975.0009,266524.9999,1
547975.0009,277374.9999,1
548025.0009,245924.9999,1
548025.0009,246174.9999,1
548025.0009,259524.9999,1
548025.0009,291374.9999,1
548075.0009,244224.9999,1
548075.0009,254924.9999,1
548075.0009,254974.9999,1
548075.0009,255874.9999,1
548075.0009,256774.9999,1
548075.0009,256874.9999,1
548075.0009,257724.9999,1
548075.0009,261324.9999,1
548075.0009,263174.9999,1
548075.0009,274974.9999,1
548075.0009,278924.9999,1
548125.0009,250274.9999,1
548125.0009,255224.9999,1
548125.0009,255374.9999,1
548125.0009,255424.9999,1
548125.0009,259324.9999,1
548125.0009,274974.9999,1
548125.0009,278924.9999,1
548175.0009,247074.9999,1
548175.0009,247224.9999,1
548175.0009,255424.9999,1
548175.0009,256074.9999,1
548175.0009,259474.9999,1
548175.0009,267124.9999,1
548175.0009,297124.9999,1
548225.0009,256224.9999,1
548225.0009,266974.9999,1
548225.0009,267224.9999,1
548275.0009,249874.9999,1
548275.0009,255524.9999,1
548275.0009,255574.9999,1
548275.0009,256074.9999,1
548275.0009,257374.9999,1
548275.0009,259724.9999,1
548325.0009,243824.9999,1
548325.0009,256274.9999,1
548325.0009,259274.9999,1
548325.0009,259624.9999,1
548325.0009,274874.9999,1
548325.0009,278924.9999,1
548375.0009,250074.9999,1
548375.0009,257474.9999,1
548375.0009,257574.9999,1
548375.0009,259224.9999,1
548375.0009,274874.9999,1
548375.0009,277374.9999,1
548425.0009,255924.9999,1
548425.0009,259974.9999,1
548475.0009,243524.9999,1
548475.0009,244624.9999,1
548475.0009,247274.9999,1
548475.0009,249774.9999,1
548475.0009,257474.9999,1
548475.0009,259274.9999,1
548475.0009,259374.9999,1
548475.0009,260024.9999,1
548475.0009,263824.9999,1
548475.0009,266374.9999,1
548475.0009,274874.9999,1
548475.0009,278874.9999,1
548475.0009,297574.9999,1
548525.0009,248824.9999,1
548525.0009,261524.9999,1
548525.0009,265074.9999,1
548525.0009,274874.9999,1
548525.0009,297674.9999,1
548575.0009,249074.9999,1
548575.0009,249124.9999,1
548575.0009,253674.9999,1
548575.0009,259174.9999,1
548575.0009,259724.9999,1
548575.0009,265074.9999,1
548575.0009,266124.9999,1
548575.0009,267974.9999,1
548575.0009,268024.9999,1
548625.0009,247224.9999,1
548625.0009,248574.9999,1
548625.0009,249274.9999,1
548625.0009,249374.9999,1
548625.0009,256174.9999,1
548625.0009,256374.9999,1
548625.0009,257574.9999,1
548625.0009,264124.9999,1
548625.0009,264224.9999,1
548625.0009,268074.9999,1
548625.0009,268124.9999,1
548675.0009,247974.9999,1
548675.0009,248524.9999,1
548675.0009,249224.9999,1
548675.0009,253624.9999,1
548675.0009,256124.9999,1
548675.0009,264424.9999,1
548675.0009,278874.9999,1
548725.0009,253524.9999,1
548725.0009,256574.9999,1
548725.0009,259174.9999,1
548725.0009,260724.9999,1
548725.0009,264574.9999,1
548725.0009,264624.9999,1
548725.0009,264724.9999,1
548725.0009,265874.9999,1
548775.0009,248424.9999,1
548775.0009,249824.9999,1
548775.0009,264974.9999,1
548775.0009,265824.9999,1
548775.0009,278874.9999,1
548775.0009,298074.9999,1
548825.0009,243624.9999,1
548825.0009,248374.9999,1
548825.0009,256574.9999,1
548825.0009,256874.9999,1
548825.0009,260874.9999,1
548825.0009,260974.9999,1
548825.0009,265224.9999,1
548825.0009,265274.9999,1
548825.0009,275624.9999,1
548825.0009,275924.9999,1
548825.0009,291974.9999,1
548875.0009,265324.9999,1
548875.0009,265474.9999,1
548875.0009,290824.9999,1
548925.0009,243474.9999,1
548925.0009,248074.9999,1
548925.0009,256124.9999,1
548925.0009,261224.9999,1
548975.0009,247874.9999,1
548975.0009,253324.9999,1
548975.0009,256374.9999,1
548975.0009,257074.9999,1
548975.0009,257324.9999,1
548975.0009,257374.9999,1
548975.0009,261174.9999,1
548975.0009,268874.9999,1
548975.0009,278824.9999,1
549025.0009,248274.9999,1
549025.0009,257074.9999,1
549025.0009,261324.9999,1
549025.0009,265774.9999,1
549025.0009,265974.9999,1
549075.0009,247324.9999,1
549075.0009,247374.9999,1
549075.0009,249924.9999,1
549075.0009,250174.9999,1
549075.0009,256124.9999,1
549075.0009,256524.9999,1
549075.0009,257024.9999,1
549125.0009,245324.9999,1
549125.0009,247574.9999,1
549125.0009,247624.9999,1
549125.0009,260024.9999,1
549125.0009,261524.9999,1
549125.0009,261574.9999,1
549175.0009,249674.9999,1
549175.0009,253174.9999,1
549175.0009,253224.9999,1
549175.0009,256374.9999,1
549175.0009,260924.9999,1
549175.0009,274974.9999,1
549175.0009,278824.9999,1
549225.0009,247324.9999,1
549225.0009,247424.9999,1
549225.0009,256124.9999,1
549225.0009,256424.9999,1
549225.0009,257224.9999,1
549225.0009,257424.9999,1
549225.0009,260824.9999,1
549275.0009,247124.9999,1
549275.0009,247374.9999,1
549275.0009,262174.9999,1
549275.0009,295724.9999,1
549275.0009,305074.9999,1
549325.0009,246874.9999,1
549325.0009,277324.9999,1
549325.0009,297524.9999,1
549375.0009,242074.9999,1
549375.0009,246774.9999,1
549375.0009,257374.9999,1
549375.0009,259274.9999,1
549375.0009,262624.9999,1
549425.0009,246674.9999,1
549425.0009,257424.9999,1
549425.0009,260574.9999,1
549475.0009,256324.9999,1
549475.0009,259874.9999,1
549475.0009,265974.9999,1
549525.0009,256724.9999,1
549525.0009,258824.9999,1
549525.0009,259274.9999,1
549525.0009,265324.9999,1
549525.0009,265674.9999,1
549525.0009,265874.9999,1
549525.0009,269874.9999,1
549525.0009,269974.9999,1
549525.0009,281774.9999,1
549575.0009,245924.9999,1
549575.0009,257874.9999,1
549575.0009,265324.9999,1
549575.0009,265724.9999,1
549625.0009,243374.9999,1
549625.0009,256074.9999,1
549625.0009,265324.9999,1
549625.0009,265374.9999,1
549675.0009,257074.9999,1
549675.0009,270224.9999,1
549675.0009,299424.9999,1
549725.0009,304074.9999,1
549775.0009,252724.9999,1
549775.0009,259774.9999,1
549775.0009,260074.9999,1
549775.0009,263024.9999,1
549775.0009,270424.9999,1
549825.0009,242874.9999,1
549825.0009,259224.9999,1
549825.0009,263324.9999,1
549875.0009,242524.9999,1
549875.0009,245024.9999,1
549875.0009,256574.9999,1
549875.0009,259774.9999,1
549875.0009,265824.9999,1
549875.0009,270874.9999,1
549875.0009,292924.9999,1
549925.0009,265024.9999,1
549925.0009,274824.9999,1
549925.0009,278824.9999,1
549975.0009,242574.9999,1
549975.0009,259274.9999,1
549975.0009,264974.9999,1
550025.0009,271574.9999,1
550025.0009,272224.9999,1
550025.0009,272374.9999,1
550025.0009,272724.9999,1
550125.0009,244524.9999,1
550175.0009,248224.9999,1
550175.0009,250124.9999,1
550175.0009,255074.9999,1
550175.0009,256024.9999,1
550175.0009,259824.9999,1
550175.0009,264624.9999,1
550175.0009,264774.9999,1
550225.0009,248274.9999,1
550225.0009,256424.9999,1
550275.0009,278824.9999,1
550325.0009,244274.9999,1
550325.0009,256024.9999,1
550325.0009,273124.9999,1
550375.0009,244174.9999,1
550375.0009,259424.9999,1
550375.0009,273174.9999,1
550425.0009,249974.9999,1
550425.0009,251824.9999,1
550425.0009,259724.9999,1
550425.0009,273224.9999,1
550425.0009,274674.9999,1
550425.0009,278824.9999,1
550475.0009,274624.9999,1
550525.0009,278774.9999,1
550525.0009,286374.9999,1
550575.0009,273674.9999,1
550625.0009,256024.9999,1
