Reference,Date,Year,Month,Day,Day,Time,Severity,Road_Class,Main_rd_no,Junction Detail,Light,Weather,Surface,Speed_limit,Cycle,TWMV,Child,Child_Pedestrian,Ped,Skid,HGV,LGV,PSV,School Journey,,Pedestrian-1_Sex,Pedestrian_1_Age,Pedestrian_1_Severity,Pedestria_1_Location,Pedestrian-1_Movement,Pedestrian_1_Mov_To,Location,Number_Vehicles,Vehicle_1_Type,Vehicle_1_Manouvres,Vehicle_1_From_Direction,Vehicle_1_To_Direction,Vehicle_1_Location,Vehicle_1_Skidding,Vehicle_2_Type,Vehicle_2_Manouvres,Vehicle_2_From_Direction,Vehicle_2_To_Direction,Vehicle_2_Location,Vehicle_ 2_Skidding,Vehicle_3_Type,V3_Manouvres,V3_From_Direction,V3_To_Direction,V3_Location,V3_Skidding,Easting,Northing
20191117,20170711,2017,7,11,Tuesday,1610,Serious,U,0,Not at junction,Day,Rain (no wind),Wet/damp,30,N,N,Y,N,N,N,N,N,N,N,0,,0,,,,,LINCOLN ROAD NEAR JN WITH DOSTHORPE ROAD,2,Car,Going ahead,NW,SE,"Not at,or within 20m of, junction",Did not skid,Car,Waiting to go ahd but held up,NW,SE,"Not at,or within 20m of, junction",Did not skid,,,,,,,519012.9964,299819.9967
20191517,20170318,2017,3,18,Saturday,130,Slight,C,51,Not at junction,Dark,Fine (no wind),Dry,30,N,N,N,N,Y,N,N,N,N,N,1,Male,27,Slight, In c/w not crossing,Not known,Towards NE,OUTSIDE 36 NEW ROAD,1,Car,Going ahead,SW,NE,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,519514.997,298966.0011
20194717,20170711,2017,7,11,Tuesday,1520,Slight,U,0,Mini-roundabout,Day,Rain (no wind),Wet/damp,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,TRUMPINGTON STREET AT JN WITH LENSFIELD ROAD A603,2,Pedal cycle,Going ahead,E,W,Approaching jnctn or waiting/parked,Did not skid,Car,Slow or stopping,E,S,Mid jnctn - on rbout or main road,Did not skid,,,,,,,545131.9978,257652.9969
20196017,20170626,2017,6,26,Monday,900,Slight,A,1134,'T'/staggered junctn,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,TRUMPINGTON ROAD A1134 AT JN WITH PORSON ROAD,3,Car,Turning right,S,E,Leaving main road,Did not skid,Pedal cycle,Going ahead,N,S,Approaching jnctn or waiting/parked,Did not skid,GV - unknown weight,Waiting to turn left,E,S,Approaching jnctn or waiting/parked,Did not skid,544956.9964,256030.0014
20202517,20170703,2017,7,3,Monday,1710,Slight,M,11,Not at junction,Day,Fine (no wind),Dry,70,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,NBC GIRTON M11,2,GV - unknown weight,Going ahead,SE,NW,"Not at,or within 20m of, junction",Did not skid,Car,Slow or stopping,SE,NW,"Not at,or within 20m of, junction",Did not skid,,,,,,,540945.9968,261952.996
20203017,20170622,2017,6,22,Thursday,1815,Slight,A,1,Not at junction,Day,Fine (no wind),Dry,70,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,8 GREAT NORTH ROAD A1,2,Car,Changing lane to left,N,S,"Not at,or within 20m of, junction",Overturned,Car,Slow or stopping,N,S,"Not at,or within 20m of, junction",Did not skid,,,,,,,507280.0024,300566.0031
20203717,20170707,2017,7,7,Friday,1533,Slight,A,428,Not at junction,Day,Fine (no wind),Dry,70,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,A428 NEAR JN WITH ERMINE STREET A1198,2,Car,Going ahead,E,W,"Not at,or within 20m of, junction",Skidded,Car,Slow or stopping,E,W,"Not at,or within 20m of, junction",Did not skid,,,,,,,530651.9968,260686.9984
20204717,20170705,2017,7,5,Wednesday,1600,Slight,A,428,Roundabout,Day,Fine (no wind),Dry,50,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,CAMBRIDGE ROAD A428 AT JN WITH ERMINE STREET SOUTH A1198,2,GV - unknown weight,Turning right,S,E,Mid jnctn - on rbout or main road,Did not skid,GV - unknown weight,Going ahead,S,N,Leaving roundabout,Did not skid,,,,,,,529604.9977,260693.9964
20211217,20170627,2017,6,27,Tuesday,1738,Slight,A,1307,'T'/staggered junctn,Day,Rain (no wind),Wet/damp,40,N,Y,N,N,N,N,N,N,N,N,0,,0,,,,,CAMBRIDGE ROAD A1307 AT JN WITH HIGH STREET,2,Car,Turning right,SW,SE,Entering main road,Did not skid,Motorcycle >500cc,Going ahead,SE,NW,Mid jnctn - on rbout or main road,Overturned,,,,,,,553398.999,249377.9955
20214217,20170703,2017,7,3,Monday,1704,Slight,A,1134,'T'/staggered junctn,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,NEWMARKET ROAD A1134 AT JN WITH DITTON WALK,2,Car,Turning left,W,N,Mid jnctn - on rbout or main road,Did not skid,Pedal cycle,Overtaking on nearside,W,E,Mid jnctn - on rbout or main road,Did not skid,,,,,,,547294.9989,259429.9982
20215217,20170627,2017,6,27,Tuesday,1455,Serious,U,0,Not at junction,Day,Rain (no wind),Wet/damp,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,ELY ROAD,1,Car,Going ahead left hand bend,S,N,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,556688.0033,284595.0048
20217317,20170616,2017,6,16,Friday,839,Serious,B,1443,Cross roads,Day,Fine (no wind),Dry,60,N,Y,N,N,N,N,N,N,N,N,0,,0,,,,,THORNEY ROAD B1443 AT JN WITH DECOY ROAD,2,GV - unknown weight,Moving off,N,S,Mid jnctn - on rbout or main road,Did not skid,Motorcycle >500cc,Going ahead,W,E,Mid jnctn - on rbout or main road,Overturned,,,,,,,518973.9973,306501.0043
20217617,20170627,2017,6,27,Tuesday,825,Serious,U,0,Not at junction,Day,Fine (no wind),Dry,20,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,43 DEVONSHIRE ROAD,2,Car,Ovrtking moving veh on offsde,S,N,"Not at,or within 20m of, junction",Did not skid,Pedal cycle,Going ahead,S,N,"Not at,or within 20m of, junction",Overturned,,,,,,,546230.9985,257528.0026
20217717,20170704,2017,7,4,Tuesday,1545,Slight,A,1139,Not at junction,Day,Fine & windy,Dry,70,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,FRANK PERKINS PARKWAY A1139 NEAR JN WITH STANGROUND,1,Car,Changing lane to left,E,W,"Not at,or within 20m of, junction",Skidded/ovrtn,,,,,,,,,,,,,519731.0011,295962.001
20219317,20170707,2017,7,7,Friday,842,Slight,A,1101,Not at junction,Day,Fine (no wind),Dry,30,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,105 SUTTON ROAD A1101,2,Car,Changing lane to right,N,S,"Not at,or within 20m of, junction",Skidded,GV - unknown weight,Going ahead,S,N,"Not at,or within 20m of, junction",Did not skid,,,,,,,545194.0007,311292.0028
20221317,20170702,2017,7,2,Sunday,1044,Slight,A,10,Not at junction,Day,Fine (no wind),Dry,60,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,MEADOW FARM ELY ROAD A10,3,Car,Going ahead,NE,SW,"Not at,or within 20m of, junction",Skidded,Car,Waiting to go ahd but held up,NE,SW,"Not at,or within 20m of, junction",Did not skid,Car,Going ahead,SW,NE,"Not at,or within 20m of, junction",Did not skid,548481.0014,263849.0033
20223917,20170707,2017,7,7,Friday,1222,Serious,U,0,Not at junction,Day,Fine (no wind),Dry,60,N,Y,N,N,N,Y,N,N,N,N,0,,0,,,,,SIX MILE BOTTOM ROAD NEAR JN WITH WADLOW FARM,2,Motorcycle >500cc,Going ahead,SE,NW,"Not at,or within 20m of, junction",Skidded,GV - unknown weight,Going ahead,NW,SE,"Not at,or within 20m of, junction",Skidded,,,,,,,559081.9981,253519.0002
20224417,20170703,2017,7,3,Monday,630,Slight,A(M),1,Not at junction,Day,Fine (no wind),Dry,70,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,SOUTHBOUND A(M)1,2,GV - unknown weight,Changing lane to right,N,SE,"Not at,or within 20m of, junction",Did not skid,Car,Changing lane to left,N,S,"Not at,or within 20m of, junction",Did not skid,,,,,,,517132.9988,284911.0043
20226817,20170706,2017,7,6,Thursday,915,Serious,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,60,N,Y,N,N,N,Y,N,N,N,N,0,,0,,,,,CAMBRIDGE ROAD AT JN WITH HINTON ROAD,2,Car,Turning right,N,W,Entering main road,Did not skid,Motorcycle >500cc,Going ahead,W,E,Mid jnctn - on rbout or main road,Skidded,,,,,,,550623.0024,256012.9963
20230317,20170704,2017,7,4,Tuesday,745,Slight,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,GREAT NORTHERN ROAD AT JN WITH TENISON ROAD,2,Car,Slow or stopping,E,W,Approaching jnctn or waiting/parked,Did not skid,Pedal cycle,Waiting to go ahd but held up,E,W,Approaching jnctn or waiting/parked,Did not skid,,,,,,,546018.0038,257399.9993
20231117,20170708,2017,7,8,Saturday,1200,Serious,A,1198,Not at junction,Day,Fine (no wind),Dry,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,OUTSIDE MINSTREL COURT A1198,3,Car,Going ahead,S,N,"Not at,or within 20m of, junction",Did not skid,Car,Waiting to go ahd but held up,S,N,"Not at,or within 20m of, junction",Did not skid,Car,Waiting to turn right,S,E,"Not at,or within 20m of, junction",Did not skid,533450.9971,248086.9951
20234117,20170709,2017,7,9,Sunday,1400,Serious,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,GREEN END ROAD AT JN WITH GREEN PARK,2,Car,Turning left,NW,NE,Leaving main road,Did not skid,Pedal cycle,Going ahead,NW,SE,Approaching jnctn or waiting/parked,Did not skid,,,,,,,546732.0014,260856.9997
20235517,20170710,2017,7,10,Monday,1215,Slight,A,10,Not at junction,Day,Fine (no wind),Dry,50,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,27 ROYSTON ROAD A10,2,Car,Waiting to turn right,SW,SE,"Not at,or within 20m of, junction",Did not skid,GV - unknown weight,Going ahead,SW,NE,"Not at,or within 20m of, junction",Did not skid,,,,,,,540636.9966,248411.0023
20237017,20170710,2017,7,10,Monday,1755,Slight,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,THE PUNTER PUB NORTHAMPTON STREET AT JN WITH POUND HILL,2,GV - unknown weight,Overtaking on nearside,N,W,Mid jnctn - on rbout or main road,Did not skid,Pedal cycle,Going ahead,N,W,Mid jnctn - on rbout or main road,Did not skid,,,,,,,544488.0008,259026.0038
20238017,20170707,2017,7,7,Friday,1528,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,30,N,N,Y,Y,Y,N,N,N,N,N,1,Male,13,Slight, In c/w and crossing road,Crossing from driver's offside,Towards NE,WENNY ROAD,1,Car,Going ahead,NW,SE,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,539620.999,285577.0037
20239417,20170710,2017,7,10,Monday,840,Serious,A,14,Not at junction,Day,Fine (no wind),Dry,70,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,JUNCTION 33 TO 34 EASTBOUND A14,2,Car,Changing lane to left,NW,SE,"Not at,or within 20m of, junction",Did not skid,GV - unknown weight,Parked,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,,,,,,,547911.0039,261773.9972
20244917,20170629,2017,6,29,Thursday,708,Serious,A,10,'T'/staggered junctn,Day,Fine (no wind),Dry,50,N,Y,N,N,N,N,N,N,N,N,0,,0,,,,,MILTON A10 AT JN WITH LANDBEACH ROAD,2,Car,Moving off,N,S,Entering main road,Did not skid,Motorcycle >500cc,Going ahead,W,E,Mid jnctn - on rbout or main road,Did not skid,,,,,,,547856.0011,263395.0032
20245917,20170711,2017,7,11,Tuesday,1715,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,30,N,N,N,N,Y,N,N,N,N,N,1,Female,39,Slight, On footway/verge,Not known,Towards SE,CAMBRIDGE ROAD,1,Car,Going ahead,NW,SE,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,541151.9996,264153.996
20247117,20170627,2017,6,27,Tuesday,745,Slight,A,1309,Cross roads,Day,Fine (no wind),Dry,40,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,HAUXTON ROAD A1309 AT JN WITH ADDENBROOKES ROAD,2,Car,Going ahead,SW,NE,Mid jnctn - on rbout or main road,Did not skid,GV - unknown weight,Going ahead,SE,NW,Mid jnctn - on rbout or main road,Did not skid,,,,,,,544197.9973,253909.9983
20253817,20170712,2017,7,12,Wednesday,1830,Slight,A,14,Not at junction,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,CYCLE BRIDGE JUNCTION 33 A14,2,Car,Going ahead,NE,SW,"Not at,or within 20m of, junction",Did not skid,Pedal cycle,Going ahead,NE,SW,"Not at,or within 20m of, junction",Did not skid,,,,,,,547255.0021,261894.0029
20255617,20170202,2017,2,2,Thursday,1752,Slight,U,0,Not at junction,Dark,Fine (no wind),Dry,30,N,N,N,N,N,N,Y,N,Y,N,0,,0,,,,,COWLEY ROAD OUTSIDE GOLF RANGE,3,Bus or coach >16 sea,Ovrtking statny veh on offsde,NW,SE,"Not at,or within 20m of, junction",Did not skid,Car,Going ahead,SE,NW,"Not at,or within 20m of, junction",Did not skid,GV >= 7.5t mgw,Parked,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,547013.999,261355.9969
20261417,20170712,2017,7,12,Wednesday,1030,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,30,N,Y,N,N,N,Y,N,N,N,N,0,,0,,,,,VICTORIA STREET,2,Car,Going ahead,NW,SE,"Not at,or within 20m of, junction",Did not skid,Motorcycle >50 <= 12,Ovrtking statny veh on offsde,SE,NW,"Not at,or within 20m of, junction",Skidded,,,,,,,557282.0023,286651.996
20264917,20170714,2017,7,14,Friday,1625,Slight,U,0,Roundabout,Day,Fine (no wind),Dry,40,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,CHERRY HINTON ROAD AT JN WITH BABRAHAM ROAD A1307,2,Car,Slow or stopping,N,S,Approaching jnctn or waiting/parked,Did not skid,Pedal cycle,Moving off,E,W,Entering main road,Did not skid,,,,,,,547911.0039,254172.0033
20270417,20170715,2017,7,15,Saturday,1101,Serious,A,428,'T'/staggered junctn,Day,Fine (no wind),Dry,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,ELTISLEY A428 AT JN WITH B1040,2,Car,Turning right,S,E,Entering main road,Did not skid,Car,Going ahead,E,W,Mid jnctn - on rbout or main road,Did not skid,,,,,,,526626.997,259809.9994
20272417,20170619,2017,6,19,Monday,1533,Slight,U,0,Roundabout,Day,Fine (no wind),Dry,40,N,N,Y,N,N,N,N,N,N,N,0,,0,,,,,CARR ROAD NEAR JN WITH BOONGATE ROUNDABOUT,2,Car,Waiting to go ahd but held up,E,W,Approaching jnctn or waiting/parked,Did not skid,Car,Going ahead,E,W,Approaching jnctn or waiting/parked,Did not skid,,,,,,,520598.0022,299047.9977
20274917,20170715,2017,7,15,Saturday,1450,Slight,A,428,Not at junction,Day,Fine (no wind),Dry,70,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,A428,2,,Going ahead,,,"Not at,or within 20m of, junction",Did not skid,Pedal cycle,Going ahead,,,"Not at,or within 20m of, junction",Did not skid,,,,,,,539051.0014,259579.9953
20278417,20170718,2017,7,18,Tuesday,1700,Serious,A,47,Slip road,Day,Fine (no wind),Dry,70,N,Y,N,N,N,Y,N,N,N,N,0,,0,,,,,SOKE PARKWAY A47 AT JN WITH BRETTON GATE,2,Other vehicle - spec,Moving off,S,N,Mid jnctn - on rbout or main road,Did not skid,Motorcycle >50 <= 12,Going ahead,E,W,Approaching jnctn or waiting/parked,Skidded/ovrtn,,,,,,,516515.9962,300249.0039
20278517,20170710,2017,7,10,Monday,1835,Slight,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,WALCOT ROAD AT JN WITH MAIN STREET,2,Car,Turning right,E,N,Mid jnctn - on rbout or main road,Did not skid,Car,Going ahead,N,S,Mid jnctn - on rbout or main road,Did not skid,,,,,,,508458.9966,303938.9976
20281217,20170715,2017,7,15,Saturday,715,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,4 KIDMANS CLOSE,2,Car,Going ahead,SE,NW,"Not at,or within 20m of, junction",Overturned,Car,Parked,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,,,,,,,528726.9976,266466.0042
20281517,20170710,2017,7,10,Monday,2230,Slight,U,0,'T'/staggered junctn,Dark,Fine (no wind),Dry,30,Y,N,Y,N,N,N,N,N,N,N,0,,0,,,,,CHERRY HINTON ROAD AT JN WITH UNKNOWN,2,Car,Moving off,,,Cleared jnctn or waiting/parked at,Did not skid,Pedal cycle,Going ahead,,,Approaching jnctn or waiting/parked,Did not skid,,,,,,,547326.0003,256453.0003
20283017,20170710,2017,7,10,Monday,1909,Serious,U,0,Not at junction,Day,Fine (no wind),Dry,30,N,Y,N,N,N,Y,N,N,N,N,0,,0,,,,,233 CHERRY HINTON ROAD,3,Motorcycle >500cc,Ovrtking moving veh on offsde,NW,SE,"Not at,or within 20m of, junction",Skidded/ovrtn,Car,Turning right,NW,S,"Not at,or within 20m of, junction",Did not skid,Car,Parked,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,546904.9992,256540.9952
20283817,20170717,2017,7,17,Monday,1300,Slight,B,1046,'T'/staggered junctn,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,CROMWELL ROAD B1046 AT JN WITH POTTON ROAD B1046,2,Car,Going ahead,SE,NW,Approaching jnctn or waiting/parked,Did not skid,Car,Slow or stopping,SE,NW,Approaching jnctn or waiting/parked,Did not skid,,,,,,,518716.9987,259089.9955
20304317,20170713,2017,7,13,Thursday,1645,Serious,U,0,Not at junction,Day,Uncoded,Dry,30,Y,N,Y,N,N,N,N,N,N,N,0,,0,,,,,OUTSIDE NUMBER 70 PIERCE LANE,2,GV - unknown weight,Going ahead right hand bend,NE,NW,"Not at,or within 20m of, junction",Did not skid,Pedal cycle,Going ahead left hand bend,NW,NE,"Not at,or within 20m of, junction",Did not skid,,,,,,,551421.0006,256349.0001
20311717,20170718,2017,7,18,Tuesday,815,Slight,A,1303,Roundabout,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,CHESTERTON ROAD A1303 AT JN WITH ELIZABETH WAY A1134,2,Car,Going ahead left hand bend,SW,N,Entering roundabout,Did not skid,Pedal cycle,Slow or stopping,E,N,Mid jnctn - on rbout or main road,Did not skid,,,,,,,545896.0016,259719.9952
20350917,20170719,2017,7,19,Wednesday,647,Slight,A,15,Not at junction,Day,Fine (no wind),Wet/damp,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,BOURGES BOULEVARD A15,2,Car,Going ahead,W,E,"Not at,or within 20m of, junction",Did not skid,Car,Going ahead,W,E,"Not at,or within 20m of, junction",Did not skid,,,,,,,519260.9996,298397.004
20360717,20170628,2017,6,28,Wednesday,1650,Slight,A,14,Not at junction,Day,Fine (no wind),Dry,70,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,ROWLEY MILE A14 NEAR JN WITH FORDHAM ROAD A142,2,Car,Changing lane to left,W,E,"Not at,or within 20m of, junction",Did not skid,Car,Going ahead,W,E,"Not at,or within 20m of, junction",Did not skid,,,,,,,559638.0038,262750.9976
20362517,20170704,2017,7,4,Tuesday,1640,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,ADDENBROOKES ROAD,3,Car,Going ahead,S,N,"Not at,or within 20m of, junction",Did not skid,Car,Waiting to go ahd but held up,S,N,"Not at,or within 20m of, junction",Did not skid,Car,Waiting to go ahd but held up,S,N,"Not at,or within 20m of, junction",Did not skid,545180.0005,254267.9958
20373017,20170718,2017,7,18,Tuesday,1720,Slight,A,428,Roundabout,Day,Fine (no wind),Dry,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A428 AT JN WITH A1198,2,Car,Moving off,E,W,Approaching jnctn or waiting/parked,Did not skid,Car,Changing lane to right,E,W,Approaching jnctn or waiting/parked,Did not skid,,,,,,,529670.9994,260667.0041
20375417,20170718,2017,7,18,Tuesday,2045,Serious,A,1303,Not at junction,Day,Fine (no wind),Dry,40,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,NEAR TO WOODFILED HOUSE MADINGLEY ROAD A1303,1,Car,Going ahead,SE,NW,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,540014.9974,259419.0013
20379517,20170716,2017,7,16,Sunday,512,Slight,A,605,Not at junction,Day,Fine (no wind),Dry,60,N,Y,N,N,N,N,N,N,N,N,0,,0,,,,,A605 NEAR JN WITH BULLOCK ROAD,1,Motorcycle >50 <= 12,Going ahead,W,E,"Not at,or within 20m of, junction",Overturned,,,,,,,,,,,,,511594.9974,293157.0039
20384417,20170718,2017,7,18,Tuesday,1200,Slight,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,ADAMS DRIVE AT JN WITH KNIGHTS WAY,2,Pedal cycle,Turning right,E,N,Cleared jnctn or waiting/parked at,Did not skid,Car,Waiting to turn left,N,E,Approaching jnctn or waiting/parked,Did not skid,,,,,,,530521.9969,272265.0042
20390217,20170712,2017,7,12,Wednesday,840,Serious,B,1040,Not at junction,Day,Uncoded,Wet/damp,30,N,Y,N,N,N,N,N,N,N,N,0,,0,,,,,WARBOYS ROAD B1040,1,Motorcycle >50 <= 12,Going ahead right hand bend,NW,SE,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,533083.0035,277873.9987
20400617,20170717,2017,7,17,Monday,1610,Serious,B,1166,Uncoded junction,Day,Fine (no wind),Dry,60,N,Y,N,N,N,N,N,N,N,N,0,,0,,,,,HIGH SIDE B1166 AT JN WITH LEVERINGTON COMMON B1166,2,Car,Going ahead,W,E,Mid jnctn - on rbout or main road,Did not skid,Motorcycle >50 <= 12,Going ahead left hand bend,N,E,Mid jnctn - on rbout or main road,Did not skid,,,,,,,540282,308363
20407517,20170720,2017,7,20,Thursday,2020,Slight,A,603,Cross roads,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,GONVILLE PLACE A603 AT JN WITH PARKSIDE,2,Car,Turning left,SW,NW,Mid jnctn - on rbout or main road,Did not skid,Pedal cycle,Going ahead,SW,NE,Mid jnctn - on rbout or main road,Did not skid,,,,,,,545724.9991,258167.9994
20419617,20170720,2017,7,20,Thursday,1215,Slight,U,0,Roundabout,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,LINCOLN ROAD AT JN WITH DOGSTHORPE ROAD,2,Car,Slow or stopping,N,S,Approaching jnctn or waiting/parked,Did not skid,Car,Going ahead,N,S,Approaching jnctn or waiting/parked,Did not skid,,,,,,,519031.0036,299794.0041
20463917,20170722,2017,7,22,Saturday,740,Slight,B,1411,Not at junction,Day,Fine (no wind),Wet/damp,60,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,ELY ROAD B1411,1,Car,Going ahead right hand bend,S,N,"Not at,or within 20m of, junction",Skidded,,,,,,,,,,,,,553376.0035,282905.9983
20464317,20170710,2017,7,10,Monday,833,Slight,A,14,Not at junction,Day,Fine (no wind),Dry,70,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,NEWMARKET BYPASS A14,5,GV - unknown weight,Going ahead,SW,NE,"Not at,or within 20m of, junction",Did not skid,Car,Waiting to go ahd but held up,SW,NE,"Not at,or within 20m of, junction",Did not skid,GV - unknown weight,Waiting to go ahd but held up,SW,NE,"Not at,or within 20m of, junction",Did not skid,557757.9979,260121.0004
20467017,20170718,2017,7,18,Tuesday,1652,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,30,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,HINTON ROAD,2,Car,Going ahead left hand bend,N,S,"Not at,or within 20m of, junction",Skidded,Car,Going ahead right hand bend,S,N,"Not at,or within 20m of, junction",Skidded,,,,,,,551155.9961,256391.9978
20468217,20170622,2017,6,22,Thursday,848,Serious,B,1443,Not at junction,Day,Fine (no wind),Wet/damp,60,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,BURGHLEY HOUSE BARNACK ROAD B1443,4,Car,Going ahead,NW,SE,"Not at,or within 20m of, junction",Skidded,GV - unknown weight,Going ahead,SE,NW,"Not at,or within 20m of, junction",Did not skid,Car,Waiting to go ahd but held up,NW,SE,"Not at,or within 20m of, junction",Did not skid,505265.0001,306556.9982
20469617,20170717,2017,7,17,Monday,735,Slight,A,142,Not at junction,Day,Fine (no wind),Dry,40,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,STUNTNEY CAUSEWAY A142,3,Car,Going ahead,SE,NW,"Not at,or within 20m of, junction",Did not skid,Car,Slow or stopping,SE,NW,"Not at,or within 20m of, junction",Did not skid,GV - unknown weight,Turning right,NE,NW,"Not at,or within 20m of, junction",Did not skid,555109.9976,278810.0007
20469717,20170719,2017,7,19,Wednesday,1500,Slight,A,15,Roundabout,Day,Fine (no wind),Dry,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,BOURGES BOULEVARD A15 AT JN WITH BRETTON GATE,2,Car,Slow or stopping,SE,NW,Entering roundabout,Did not skid,Car,Going ahead,SE,NW,Entering roundabout,Did not skid,,,,,,,517821.9973,301406.0027
20471917,20170707,2017,7,7,Friday,1415,Slight,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,HIGH ROAD AT JN WITH GREEN LANE,2,Car,U-turning,W,W,Cleared jnctn or waiting/parked at,Did not skid,Car,Going ahead,E,W,Approaching jnctn or waiting/parked,Did not skid,,,,,,,542687.9968,311810.0046
20478617,20170721,2017,7,21,Friday,740,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,OUTSIDE NUMBER 26 MAIN STREET YAXLEY,2,GV - unknown weight,Going ahead,SW,NE,"Not at,or within 20m of, junction",Did not skid,Car,Parked,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,,,,,,,518905.0026,292243.9953
20489917,20170717,2017,7,17,Monday,830,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,30,N,N,Y,Y,Y,N,N,N,N,N,1,Male,11,Slight, On footway/verge,Not known,Towards NE,NEW BARNS ROAD NEAR JN WITH DEACONS LANE,1,Taxi/private hire ca,Going ahead,SW,NE,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,554484.9972,280697.0006
20497817,20170704,2017,7,4,Tuesday,1440,Slight,U,0,Slip road,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,OUTSIDE OFFICE OUTLET CHESTERTON ROAD NEAR JN WITH CROFT HOL,2,Car,Slow or stopping,E,W,Approaching jnctn or waiting/parked,Did not skid,Car,Waiting to go ahd but held up,E,W,Approaching jnctn or waiting/parked,Did not skid,,,,,,,545190.9995,259416.0022
